,Buy Time,Buy Price,Sell Time,Sell Price,Profit/Loss,Reason
0,2019-01-01 03:15:00+05:30,3665.32,2019-01-01 03:20:00+05:30,3673.7,8.379999999999654,2
1,2019-01-01 15:10:00+05:30,3699.89,2019-01-01 15:40:00+05:30,3710.53,10.640000000000327,2
2,2019-01-01 17:25:00+05:30,3707.54,2019-01-01 17:50:00+05:30,3714.52,6.980000000000018,2
3,2019-01-01 19:30:00+05:30,3700.5,2019-01-01 21:45:00+05:30,3687.05,-13.449999999999818,1
4,2019-01-01 23:05:00+05:30,3678.04,2019-01-02 00:40:00+05:30,3673.17,-4.869999999999891,1
5,2019-01-02 10:40:00+05:30,3769.82,2019-01-02 11:15:00+05:30,3774.29,4.4699999999998,2
6,2019-01-02 12:00:00+05:30,3767.52,2019-01-02 12:40:00+05:30,3770.78,3.2600000000002183,2
7,2019-01-03 00:55:00+05:30,3809.52,2019-01-03 01:05:00+05:30,3819.21,9.690000000000055,2
8,2019-01-03 05:55:00+05:30,3843.86,2019-01-03 07:30:00+05:30,3838.94,-4.920000000000073,1
9,2019-01-03 10:15:00+05:30,3838.16,2019-01-03 12:00:00+05:30,3826.31,-11.849999999999909,1
10,2019-01-03 13:45:00+05:30,3815.12,2019-01-03 13:55:00+05:30,3826.98,11.860000000000127,2
11,2019-01-03 14:15:00+05:30,3810.36,2019-01-03 15:30:00+05:30,3811.15,0.7899999999999636,2
12,2019-01-03 17:00:00+05:30,3797.16,2019-01-03 17:20:00+05:30,3807.7,10.539999999999964,2
13,2019-01-03 19:45:00+05:30,3802.59,2019-01-03 20:45:00+05:30,3806.02,3.4299999999998363,2
14,2019-01-03 21:50:00+05:30,3755.49,2019-01-03 23:05:00+05:30,3760.76,5.270000000000437,2
15,2019-01-04 03:40:00+05:30,3761.23,2019-01-04 04:05:00+05:30,3771.88,10.650000000000091,2
16,2019-01-04 05:30:00+05:30,3751.83,2019-01-04 06:30:00+05:30,3755.89,4.059999999999945,2
17,2019-01-04 14:20:00+05:30,3778.0,2019-01-04 16:05:00+05:30,3767.02,-10.980000000000018,1
18,2019-01-04 17:25:00+05:30,3757.55,2019-01-04 19:00:00+05:30,3754.68,-2.8700000000003456,1
19,2019-01-04 20:00:00+05:30,3734.67,2019-01-04 21:25:00+05:30,3725.28,-9.389999999999873,1
20,2019-01-05 00:25:00+05:30,3730.0,2019-01-05 00:40:00+05:30,3739.06,9.059999999999945,2
21,2019-01-05 12:00:00+05:30,3807.61,2019-01-05 14:10:00+05:30,3796.95,-10.66000000000031,1
22,2019-01-05 15:30:00+05:30,3786.62,2019-01-05 16:05:00+05:30,3789.99,3.369999999999891,2
23,2019-01-05 18:30:00+05:30,3791.96,2019-01-05 19:10:00+05:30,3797.42,5.460000000000036,2
24,2019-01-06 01:30:00+05:30,3804.16,2019-01-06 02:15:00+05:30,3808.87,4.710000000000036,2
25,2019-01-06 03:35:00+05:30,3767.7,2019-01-06 05:55:00+05:30,3775.74,8.039999999999964,2
26,2019-01-06 07:20:00+05:30,3771.68,2019-01-06 08:15:00+05:30,3773.2,1.5199999999999818,2
27,2019-01-06 09:55:00+05:30,3765.19,2019-01-06 10:30:00+05:30,3777.27,12.079999999999927,2
28,2019-01-06 12:25:00+05:30,3772.22,2019-01-06 13:50:00+05:30,3769.82,-2.399999999999636,1
29,2019-01-06 18:00:00+05:30,3796.13,2019-01-06 19:00:00+05:30,3804.98,8.849999999999909,2
30,2019-01-07 02:10:00+05:30,3988.7,2019-01-07 03:35:00+05:30,3979.25,-9.449999999999818,1
31,2019-01-07 10:30:00+05:30,3985.96,2019-01-07 10:55:00+05:30,3992.17,6.210000000000036,2
32,2019-01-07 14:40:00+05:30,3968.99,2019-01-07 16:15:00+05:30,3966.98,-2.0099999999997635,1
33,2019-01-07 18:25:00+05:30,3956.87,2019-01-07 18:50:00+05:30,3971.57,14.700000000000273,2
34,2019-01-07 21:00:00+05:30,3973.35,2019-01-07 22:10:00+05:30,3983.92,10.570000000000164,2
35,2019-01-08 02:10:00+05:30,3970.02,2019-01-08 02:35:00+05:30,3978.33,8.309999999999945,2
36,2019-01-08 03:40:00+05:30,3965.86,2019-01-08 04:45:00+05:30,3969.33,3.4699999999998,2
37,2019-01-08 07:40:00+05:30,3937.63,2019-01-08 08:35:00+05:30,3954.02,16.389999999999873,2
38,2019-01-08 09:35:00+05:30,3939.46,2019-01-08 10:05:00+05:30,3945.71,6.25,2
39,2019-01-08 21:30:00+05:30,3987.24,2019-01-08 23:55:00+05:30,3974.24,-13.0,1
40,2019-01-09 02:25:00+05:30,3965.4,2019-01-09 02:55:00+05:30,3975.3,9.900000000000091,2
41,2019-01-09 03:30:00+05:30,3957.86,2019-01-09 04:25:00+05:30,3967.83,9.9699999999998,2
42,2019-01-09 04:45:00+05:30,3954.33,2019-01-09 05:40:00+05:30,3965.02,10.690000000000055,2
43,2019-01-09 13:40:00+05:30,3976.43,2019-01-09 13:55:00+05:30,3989.93,13.5,2
44,2019-01-09 15:25:00+05:30,3978.0,2019-01-09 15:45:00+05:30,3983.95,5.949999999999818,2
45,2019-01-09 18:00:00+05:30,3959.15,2019-01-09 20:15:00+05:30,3964.11,4.960000000000036,2
