Path,Sequence Length,Epoch,Train Accuracy,Train Loss,Test Accuracy
30m,5,11,0.3957746624946594,1.0834031105041504,
30m,5,12,0.41830986738204956,1.0773950815200806,
30m,5,13,0.42957746982574463,1.0808968544006348,
30m,5,14,0.40281689167022705,1.0773394107818604,
30m,5,15,0.398591548204422,1.0821796655654907,
30m,5,16,0.41830986738204956,1.0801235437393188,
30m,5,17,0.4169014096260071,1.0763605833053589,
30m,5,18,0.40281689167022705,1.0821443796157837,
30m,5,19,0.4140844941139221,1.0793421268463135,
30m,5,20,0.4140844941139221,1.072389841079712,
30m,5,21,0.40281689167022705,1.0730164051055908,
30m,5,22,0.4239436686038971,1.0724050998687744,
30m,5,23,0.43802815675735474,1.0623424053192139,
30m,5,24,0.4084506928920746,1.0623793601989746,
30m,5,25,0.4253521263599396,1.0713027715682983,
30m,5,Final,,,0.39325842696629215
30m,15,1,0.33661970496177673,1.108815312385559,
30m,15,2,0.35915493965148926,1.0971943140029907,
30m,15,3,0.37746480107307434,1.1014484167099,
30m,15,4,0.3647887408733368,1.0958272218704224,
30m,15,5,0.3535211384296417,1.097119688987732,
30m,15,6,0.3535211384296417,1.0971511602401733,
30m,15,7,0.36901408433914185,1.0938990116119385,
30m,15,8,0.38450703024864197,1.0900328159332275,
30m,15,9,0.38732394576072693,1.0945861339569092,
30m,15,10,0.38450703024864197,1.0938390493392944,
30m,15,11,0.3971830904483795,1.0917799472808838,
30m,15,12,0.3802816867828369,1.0917054414749146,
30m,15,13,0.40281689167022705,1.0863244533538818,
30m,15,14,0.391549289226532,1.0921658277511597,
30m,15,15,0.39436620473861694,1.0880959033966064,
30m,15,16,0.4000000059604645,1.0848816633224487,
30m,15,17,0.398591548204422,1.0826739072799683,
30m,15,18,0.4154929518699646,1.079972267150879,
30m,15,19,0.4140844941139221,1.072682499885559,
30m,15,20,0.3830986022949219,1.0945143699645996,
30m,15,21,0.39436620473861694,1.0800249576568604,
30m,15,22,0.3887324035167694,1.0811388492584229,
30m,15,23,0.4169014096260071,1.0784579515457153,
30m,15,24,0.3957746624946594,1.0850317478179932,
30m,15,25,0.4084506928920746,1.0823967456817627,
30m,15,Final,,,0.3707865168539326
30m,30,1,0.3239436745643616,1.106361985206604,
30m,30,2,0.35211268067359924,1.0975515842437744,
30m,30,3,0.3647887408733368,1.0959187746047974,
30m,30,4,0.35915493965148926,1.0969865322113037,
30m,30,5,0.33380281925201416,1.0987263917922974,
30m,30,6,0.3549295663833618,1.0968927145004272,
30m,30,7,0.37605634331703186,1.0929087400436401,
30m,30,8,0.35211268067359924,1.0971437692642212,
30m,30,9,0.3718309998512268,1.0956330299377441,
30m,30,10,0.391549289226532,1.0891693830490112,
30m,30,11,0.37746480107307434,1.0931668281555176,
30m,30,12,0.3802816867828369,1.0921094417572021,
30m,30,13,0.38450703024864197,1.091996192932129,
30m,30,14,0.3802816867828369,1.0931603908538818,
30m,30,15,0.3830986022949219,1.087765097618103,
30m,30,16,0.40140846371650696,1.0889188051223755,
30m,30,17,0.3802816867828369,1.0871851444244385,
30m,30,18,0.38732394576072693,1.088263988494873,
30m,30,19,0.405633807182312,1.081382155418396,
30m,30,20,0.40422534942626953,1.0853976011276245,
30m,30,21,0.4084506928920746,1.0888830423355103,
30m,30,22,0.3957746624946594,1.0854895114898682,
30m,30,23,0.4000000059604645,1.0814878940582275,
30m,30,24,0.41830986738204956,1.0820691585540771,
30m,30,25,0.41126760840415955,1.085801362991333,
30m,30,Final,,,0.3707865168539326
1h,5,1,0.3492063581943512,1.0973039865493774,
1h,5,2,0.3849206268787384,1.0844359397888184,
1h,5,3,0.4007936418056488,1.0804989337921143,
1h,5,4,0.420634925365448,1.0643116235733032,
1h,5,5,0.44841268658638,1.0656752586364746,
1h,5,6,0.4007936418056488,1.0626296997070312,
1h,5,7,0.4126984179019928,1.0572874546051025,
1h,5,8,0.460317462682724,1.0375853776931763,
1h,5,9,0.4365079402923584,1.0527487993240356,
1h,5,10,0.4166666567325592,1.0512548685073853,
1h,5,11,0.4325396716594696,1.0287327766418457,
1h,5,12,0.460317462682724,1.023748517036438,
1h,5,13,0.4444444477558136,1.0166959762573242,
1h,5,14,0.44841268658638,1.012712001800537,
1h,5,15,0.4563491940498352,1.0068519115447998,
1h,5,16,0.4761904776096344,0.9897089600563049,
1h,5,17,0.488095223903656,0.9914903044700623,
1h,5,18,0.4523809552192688,0.9906750917434692,
1h,5,19,0.4642857015132904,0.9926649332046509,
1h,5,20,0.5,0.9742042422294617,
1h,5,21,0.4960317313671112,0.982488751411438,
1h,5,22,0.4841269850730896,1.0005624294281006,
1h,5,23,0.511904776096344,0.9726377129554749,
1h,5,24,0.5436508059501648,0.953092634677887,
1h,5,25,0.5198412537574768,0.9473140835762024,
1h,5,Final,,,0.2857142857142857
1h,15,1,0.3174603283405304,1.1047184467315674,
1h,15,2,0.3928571343421936,1.095383644104004,
1h,15,3,0.3571428656578064,1.0893926620483398,
1h,15,4,0.3928571343421936,1.076471209526062,
1h,15,5,0.4246031641960144,1.0643589496612549,
1h,15,6,0.4365079402923584,1.0590970516204834,
1h,15,7,0.4682539701461792,1.0411499738693237,
1h,15,8,0.4444444477558136,1.050662875175476,
1h,15,9,0.4365079402923584,1.048035740852356,
1h,15,10,0.4682539701461792,1.0219215154647827,
1h,15,11,0.460317462682724,1.0349843502044678,
1h,15,12,0.488095223903656,1.0186374187469482,
1h,15,13,0.4960317313671112,1.0015455484390259,
1h,15,14,0.4960317313671112,1.0001435279846191,
1h,15,15,0.488095223903656,1.0086476802825928,
1h,15,16,0.5079365372657776,1.0099903345108032,
1h,15,17,0.460317462682724,1.0243078470230103,
1h,15,18,0.4801587164402008,1.0229547023773193,
1h,15,19,0.4960317313671112,1.009648323059082,
1h,15,20,0.5317460298538208,0.9801093935966492,
1h,15,21,0.5039682388305664,0.995559811592102,
1h,15,22,0.5357142686843872,0.9754741191864014,
1h,15,23,0.5317460298538208,0.9535736441612244,
1h,15,24,0.5198412537574768,0.9838293790817261,
1h,15,25,0.5396825671195984,0.9505895972251892,
1h,15,Final,,,0.31746031746031744
1h,30,1,0.3650793731212616,1.1026358604431152,
1h,30,2,0.3968254029750824,1.0836735963821411,
1h,30,3,0.3888888955116272,1.0822190046310425,
1h,30,4,0.408730149269104,1.072717547416687,
1h,30,5,0.4325396716594696,1.056697130203247,
1h,30,6,0.4404761791229248,1.0559781789779663,
1h,30,7,0.4444444477558136,1.0542244911193848,
1h,30,8,0.4642857015132904,1.0267170667648315,
1h,30,9,0.4563491940498352,1.0299592018127441,
1h,30,10,0.4523809552192688,1.0432780981063843,
1h,30,11,0.488095223903656,1.02218496799469,
1h,30,12,0.5039682388305664,1.0059391260147095,
1h,30,13,0.4642857015132904,1.015799880027771,
1h,30,14,0.4841269850730896,1.0019118785858154,
1h,30,15,0.4841269850730896,1.016599416732788,
1h,30,16,0.5039682388305664,1.0003478527069092,
1h,30,17,0.5039682388305664,0.9949102401733398,
1h,30,18,0.5039682388305664,1.007386326789856,
1h,30,19,0.4960317313671112,0.990477442741394,
1h,30,20,0.5158730149269104,0.973917543888092,
1h,30,21,0.511904776096344,0.9714457392692566,
1h,30,22,0.523809552192688,1.0001667737960815,
1h,30,23,0.5198412537574768,0.9837952852249146,
1h,30,24,0.5317460298538208,0.9411460757255554,
1h,30,25,0.5198412537574768,0.9490414261817932,
1h,30,Final,,,0.3333333333333333
5m,5,1,0.37303370237350464,1.0936193466186523,
5m,5,2,0.3797752857208252,1.0913734436035156,
5m,5,3,0.3966292142868042,1.0891845226287842,
5m,5,4,0.3893258571624756,1.0883289575576782,
5m,5,5,0.3943820297718048,1.0862828493118286,
5m,5,6,0.37921348214149475,1.0856592655181885,
5m,5,7,0.39606741070747375,1.0851943492889404,
5m,5,8,0.3977528214454651,1.0829555988311768,
5m,5,9,0.401123583316803,1.0807769298553467,
5m,5,10,0.391573041677475,1.0811907052993774,
5m,5,11,0.38988763093948364,1.081201434135437,
5m,5,12,0.4028089940547943,1.0819495916366577,
5m,5,13,0.39831459522247314,1.0813815593719482,
5m,5,14,0.3966292142868042,1.0779207944869995,
5m,5,15,0.39719101786613464,1.0779328346252441,
5m,5,16,0.39606741070747375,1.0820173025131226,
5m,5,17,0.40449437499046326,1.0763825178146362,
5m,5,18,0.401123583316803,1.074844241142273,
5m,5,19,0.39831459522247314,1.078665852546692,
5m,5,20,0.4016853868961334,1.0770189762115479,
5m,5,21,0.4039325714111328,1.0768243074417114,
5m,5,22,0.4146067500114441,1.073161005973816,
5m,5,23,0.41910111904144287,1.0703911781311035,
5m,5,24,0.4095505475997925,1.0739991664886475,
5m,5,25,0.41910111904144287,1.0718199014663696,
5m,5,Final,,,0.39461883408071746
5m,15,1,0.3617977499961853,1.0982637405395508,
5m,15,2,0.384269654750824,1.0911540985107422,
5m,15,3,0.3797752857208252,1.0903395414352417,
5m,15,4,0.3893258571624756,1.0874544382095337,
5m,15,5,0.39606741070747375,1.0804181098937988,
5m,15,6,0.38651683926582336,1.0888622999191284,
5m,15,7,0.3955056071281433,1.084256649017334,
5m,15,8,0.3977528214454651,1.0830920934677124,
5m,15,9,0.3977528214454651,1.0837271213531494,
5m,15,10,0.3943820297718048,1.087085247039795,
5m,15,11,0.37528088688850403,1.0870792865753174,
5m,15,12,0.39831459522247314,1.0873265266418457,
5m,15,13,0.40337079763412476,1.0827867984771729,
5m,15,14,0.4000000059604645,1.0819423198699951,
5m,15,15,0.401123583316803,1.083284616470337,
5m,15,16,0.3808988630771637,1.089091181755066,
5m,15,17,0.4005618095397949,1.0808066129684448,
5m,15,18,0.3943820297718048,1.0757713317871094,
5m,15,19,0.4016853868961334,1.0723947286605835,
5m,15,20,0.40449437499046326,1.0843064785003662,
5m,15,21,0.39606741070747375,1.0769691467285156,
5m,15,22,0.4000000059604645,1.0769522190093994,
5m,15,23,0.4134831428527832,1.0774707794189453,
5m,15,24,0.4000000059604645,1.0777689218521118,
5m,15,25,0.4089887738227844,1.0767300128936768,
5m,15,Final,,,0.3721973094170404
5m,30,1,0.3494381904602051,1.1057342290878296,
5m,30,2,0.3668539226055145,1.0967276096343994,
5m,30,3,0.4000000059604645,1.0873228311538696,
5m,30,4,0.37808987498283386,1.0911418199539185,
5m,30,5,0.3797752857208252,1.08806312084198,
5m,30,6,0.3921348452568054,1.084381103515625,
5m,30,7,0.38370785117149353,1.0832539796829224,
5m,30,8,0.37471911311149597,1.090315580368042,
5m,30,9,0.3977528214454651,1.0827683210372925,
5m,30,10,0.38370785117149353,1.087859034538269,
5m,30,11,0.38258427381515503,1.0812373161315918,
5m,30,12,0.4005618095397949,1.0802795886993408,
5m,30,13,0.40674155950546265,1.0798680782318115,
5m,30,14,0.37808987498283386,1.082355260848999,
5m,30,15,0.4039325714111328,1.0766195058822632,
5m,30,16,0.39943820238113403,1.0799670219421387,
5m,30,17,0.39719101786613464,1.0790002346038818,
5m,30,18,0.40337079763412476,1.0741195678710938,
5m,30,19,0.39606741070747375,1.0815900564193726,
5m,30,20,0.4061797857284546,1.074596643447876,
5m,30,21,0.40674155950546265,1.0746840238571167,
5m,30,22,0.38258427381515503,1.0785801410675049,
5m,30,23,0.408426970243454,1.0771141052246094,
5m,30,24,0.4028089940547943,1.078853964805603,
5m,30,25,0.4050561785697937,1.072197437286377,
5m,30,Final,,,0.38565022421524664
