Unnamed: 0,Buy Time,Buy Price,Sell Time,Sell Price,Profit/Loss,Reason
764,2021-01-15 20:30:00+05:30,36806.93,2021-01-15 21:00:00+05:30,35610.72,-1196.2099999999991,0
1292,2022-04-02 21:00:00+05:30,46295.06,2022-04-03 09:30:00+05:30,46149.21,-145.84999999999854,1
2030,2024-03-14 21:00:00+05:30,70844.01,2024-03-15 01:00:00+05:30,69415.09,-1428.9199999999985,0
1161,2021-12-09 07:00:00+05:30,50182.7,2021-12-09 13:00:00+05:30,50016.89,-165.80999999999767,1
2253,2024-10-09 23:30:00+05:30,61434.02,2024-10-10 08:30:00+05:30,60932.04,-501.9799999999959,1
1565,2022-11-19 10:30:00+05:30,16590.36,2022-11-19 14:00:00+05:30,16643.27,52.909999999999854,2
343,2019-12-04 05:30:00+05:30,7224.64,2019-12-04 14:00:00+05:30,7180.92,-43.720000000000255,1
691,2020-11-03 08:30:00+05:30,13381.0,2020-11-03 13:30:00+05:30,13509.63,128.6299999999992,2
2231,2024-09-18 14:30:00+05:30,59954.0,2024-09-18 22:00:00+05:30,59915.26,-38.73999999999796,1
2014,2024-02-21 11:00:00+05:30,51837.95,2024-02-21 22:00:00+05:30,51346.39,-491.5599999999977,1
2213,2024-09-03 12:00:00+05:30,58891.0,2024-09-03 15:30:00+05:30,59181.0,290.0,2
2031,2024-03-15 08:00:00+05:30,69035.38,2024-03-15 08:30:00+05:30,67439.25,-1596.1300000000049,0
438,2020-03-06 20:30:00+05:30,9054.29,2020-03-07 00:30:00+05:30,9089.71,35.419999999998254,2
225,2019-08-24 08:00:00+05:30,10329.85,2019-08-24 14:00:00+05:30,10100.0,-229.8500000000004,0
1204,2022-01-15 18:00:00+05:30,42715.56,2022-01-15 20:00:00+05:30,43186.48,470.92000000000553,2
1826,2023-07-31 19:30:00+05:30,29338.45,2023-08-01 05:00:00+05:30,29232.25,-106.20000000000071,1
2086,2024-04-27 06:00:00+05:30,63181.99,2024-04-27 18:00:00+05:30,63034.62,-147.36999999999534,1
1959,2023-12-25 02:00:00+05:30,43499.25,2023-12-25 10:30:00+05:30,43169.16,-330.0899999999965,1
724,2020-12-04 15:30:00+05:30,18963.63,2020-12-05 00:00:00+05:30,19056.45,92.81999999999972,2
2244,2024-10-02 01:30:00+05:30,60743.24,2024-10-02 07:00:00+05:30,61522.89,779.6500000000015,2
1931,2023-11-21 12:30:00+05:30,37258.46,2023-11-21 20:30:00+05:30,36461.15,-797.3099999999977,0
1715,2023-04-17 05:30:00+05:30,30055.7,2023-04-17 18:30:00+05:30,29360.17,-695.5300000000025,0
953,2021-06-18 18:30:00+05:30,37180.34,2021-06-18 21:00:00+05:30,36355.1,-825.239999999998,0
783,2021-01-29 23:30:00+05:30,35003.72,2021-01-30 04:30:00+05:30,34090.61,-913.1100000000006,0
2273,2024-11-04 20:00:00+05:30,68394.01,2024-11-05 05:30:00+05:30,68000.0,-394.0099999999948,1
1554,2022-11-09 14:30:00+05:30,17990.32,2022-11-09 15:30:00+05:30,17401.5,-588.8199999999997,0
196,2019-07-27 15:30:00+05:30,9595.23,2019-07-28 00:00:00+05:30,9401.09,-194.13999999999945,0
45,2019-02-07 18:00:00+05:30,3404.97,2019-02-08 08:30:00+05:30,3400.42,-4.549999999999727,1
1010,2021-08-05 15:00:00+05:30,38040.44,2021-08-05 20:00:00+05:30,39002.78,962.3399999999964,2
768,2021-01-18 08:30:00+05:30,35167.46,2021-01-18 12:30:00+05:30,36037.13,869.6699999999983,2
1298,2022-04-06 19:30:00+05:30,44163.42,2022-04-07 05:00:00+05:30,43170.47,-992.9499999999972,0
15,2019-01-15 20:30:00+05:30,3593.0,2019-01-16 09:00:00+05:30,3572.5,-20.5,1
2184,2024-08-05 06:30:00+05:30,54251.88,2024-08-05 11:00:00+05:30,52718.0,-1533.8799999999974,0
2237,2024-09-25 11:30:00+05:30,63943.14,2024-09-25 20:00:00+05:30,63936.5,-6.639999999999418,1
425,2020-02-25 19:30:00+05:30,9455.73,2020-02-26 03:30:00+05:30,9411.97,-43.76000000000022,1
2174,2024-07-29 19:00:00+05:30,69273.6,2024-07-29 21:30:00+05:30,67345.93,-1927.6700000000128,0
1431,2022-07-21 01:30:00+05:30,23030.72,2022-07-21 15:00:00+05:30,23003.58,-27.139999999999414,1
1525,2022-10-12 00:00:00+05:30,18976.09,2022-10-12 05:00:00+05:30,19060.0,83.90999999999985,2
2238,2024-09-25 21:00:00+05:30,63495.66,2024-09-26 08:00:00+05:30,63353.99,-141.67000000000553,1
630,2020-09-02 06:00:00+05:30,11899.11,2020-09-02 15:30:00+05:30,11617.69,-281.4200000000001,0
868,2021-04-14 19:30:00+05:30,62936.2,2021-04-15 04:00:00+05:30,62842.13,-94.06999999999972,1
1710,2023-04-12 07:30:00+05:30,29933.64,2023-04-12 15:30:00+05:30,30021.98,88.34000000000015,2
1632,2023-02-01 13:30:00+05:30,22967.56,2023-02-01 16:30:00+05:30,23087.99,120.43000000000028,2
309,2019-11-09 21:00:00+05:30,8800.75,2019-11-10 03:00:00+05:30,8810.0,9.25,2
1429,2022-07-17 19:00:00+05:30,21117.48,2022-07-18 07:30:00+05:30,21019.51,-97.97000000000116,1
716,2020-11-26 13:30:00+05:30,17046.42,2020-11-26 22:00:00+05:30,16674.52,-371.8999999999978,0
102,2019-04-24 13:00:00+05:30,5421.59,2019-04-25 02:00:00+05:30,5408.86,-12.730000000000471,1
1461,2022-08-19 04:30:00+05:30,23190.37,2022-08-19 12:00:00+05:30,21907.82,-1282.5499999999993,0
609,2020-08-13 13:30:00+05:30,11426.01,2020-08-13 16:30:00+05:30,11586.29,160.28000000000063,2
5,2019-01-08 07:00:00+05:30,3961.03,2019-01-08 12:30:00+05:30,3960.01,-1.0199999999999818,1
1997,2024-01-28 20:00:00+05:30,42288.0,2024-01-29 06:30:00+05:30,42193.2,-94.80000000000292,1
867,2021-04-10 23:30:00+05:30,59854.9,2021-04-11 02:00:00+05:30,58615.28,-1239.6200000000026,0
