,Buy Time,Buy Price,Sell Time,Sell Price,Profit/Loss,Reason
0,2019-01-01 20:30:00+05:30,3678.23,2019-01-02 01:30:00+05:30,3712.67,34.440000000000055,1
1,2019-01-03 14:00:00+05:30,3805.0,2019-01-04 06:30:00+05:30,3762.93,-42.070000000000164,0
2,2019-01-04 18:30:00+05:30,3747.13,2019-01-05 02:00:00+05:30,3764.24,17.109999999999673,1
3,2019-01-06 03:30:00+05:30,3776.4,2019-01-06 14:00:00+05:30,3772.88,-3.519999999999982,0
4,2019-01-07 14:30:00+05:30,3963.14,2019-01-07 19:30:00+05:30,3981.8,18.66000000000031,1
5,2019-01-08 07:00:00+05:30,3961.03,2019-01-08 12:30:00+05:30,3960.01,-1.0199999999999818,0
6,2019-01-09 18:00:00+05:30,3976.72,2019-01-10 01:00:00+05:30,3978.34,1.6200000000003456,1
7,2019-01-10 12:00:00+05:30,3781.31,2019-01-10 21:30:00+05:30,3554.67,-226.63999999999987,0
8,2019-01-10 22:00:00+05:30,3583.21,2019-01-11 06:00:00+05:30,3607.72,24.509999999999764,1
9,2019-01-11 09:30:00+05:30,3561.05,2019-01-11 12:00:00+05:30,3584.48,23.429999999999836,1
10,2019-01-12 12:00:00+05:30,3571.74,2019-01-12 18:00:00+05:30,3590.36,18.620000000000346,1
11,2019-01-13 04:00:00+05:30,3580.01,2019-01-13 08:00:00+05:30,3588.24,8.229999999999563,1
12,2019-01-13 17:30:00+05:30,3566.02,2019-01-13 18:30:00+05:30,3587.1,21.079999999999927,1
13,2019-01-13 21:30:00+05:30,3482.91,2019-01-14 06:00:00+05:30,3483.05,0.14000000000032742,1
14,2019-01-15 15:00:00+05:30,3604.06,2019-01-15 19:00:00+05:30,3624.78,20.720000000000255,1
15,2019-01-15 20:30:00+05:30,3593.0,2019-01-16 09:00:00+05:30,3572.5,-20.5,0
16,2019-01-17 00:30:00+05:30,3567.0,2019-01-17 04:30:00+05:30,3590.88,23.88000000000011,1
17,2019-01-17 08:00:00+05:30,3557.4,2019-01-17 13:00:00+05:30,3584.0,26.59999999999991,1
18,2019-01-18 10:00:00+05:30,3591.2,2019-01-18 12:00:00+05:30,3607.85,16.65000000000009,1
19,2019-01-18 17:30:00+05:30,3588.0,2019-01-18 20:30:00+05:30,3602.58,14.579999999999927,1
20,2019-01-18 23:00:00+05:30,3577.44,2019-01-19 01:30:00+05:30,3597.73,20.289999999999964,1
21,2019-01-20 04:30:00+05:30,3668.72,2019-01-20 06:30:00+05:30,3684.95,16.230000000000018,1
22,2019-01-20 16:30:00+05:30,3630.0,2019-01-20 17:30:00+05:30,3506.54,-123.46000000000004,0
23,2019-01-20 18:00:00+05:30,3516.01,2019-01-21 02:00:00+05:30,3534.0,17.98999999999978,1
24,2019-01-22 03:00:00+05:30,3513.0,2019-01-22 04:30:00+05:30,3532.39,19.389999999999873,1
25,2019-01-23 13:00:00+05:30,3561.73,2019-01-23 16:00:00+05:30,3573.89,12.159999999999854,1
26,2019-01-23 21:00:00+05:30,3549.07,2019-01-23 22:00:00+05:30,3570.8,21.730000000000018,1
27,2019-01-24 01:00:00+05:30,3533.4,2019-01-24 13:00:00+05:30,3546.33,12.929999999999836,1
28,2019-01-25 10:30:00+05:30,3560.83,2019-01-25 20:00:00+05:30,3563.01,2.180000000000291,1
29,2019-01-26 21:00:00+05:30,3557.72,2019-01-27 03:30:00+05:30,3572.1,14.38000000000011,1
30,2019-01-27 05:30:00+05:30,3547.76,2019-01-27 06:00:00+05:30,3570.0,22.23999999999978,1
31,2019-01-27 15:30:00+05:30,3548.2,2019-01-27 20:00:00+05:30,3557.1,8.900000000000091,1
32,2019-01-28 07:00:00+05:30,3523.78,2019-01-28 11:00:00+05:30,3438.22,-85.5600000000004,0
33,2019-01-28 20:30:00+05:30,3408.03,2019-01-28 23:30:00+05:30,3428.82,20.789999999999964,1
34,2019-01-29 09:00:00+05:30,3406.18,2019-01-29 18:00:00+05:30,3394.11,-12.069999999999709,0
35,2019-01-30 05:30:00+05:30,3391.12,2019-01-30 08:00:00+05:30,3414.63,23.51000000000022,1
36,2019-01-31 13:30:00+05:30,3444.95,2019-02-01 00:30:00+05:30,3438.0,-6.949999999999818,0
37,2019-02-01 07:00:00+05:30,3412.75,2019-02-01 12:00:00+05:30,3427.05,14.300000000000182,1
