Unnamed: 0,Buy Time,Buy Price,Sell Time,Sell Price,Profit/Loss,Reason
981,2019-06-29 07:20:00+05:30,12219.88,2019-06-29 07:25:00+05:30,11893.77,-326.1099999999988,0
6485,2022-01-24 14:45:00+05:30,34766.65,2022-01-24 15:35:00+05:30,33952.1,-814.5500000000029,0
7643,2022-08-14 14:20:00+05:30,24655.17,2022-08-14 15:15:00+05:30,24766.59,111.42000000000188,2
3593,2020-10-01 21:15:00+05:30,10825.55,2020-10-01 21:45:00+05:30,10546.0,-279.5499999999993,0
12226,2024-11-28 08:15:00+05:30,96035.12,2024-11-28 09:35:00+05:30,95576.01,-459.1100000000006,1
4785,2021-04-18 17:00:00+05:30,54313.93,2021-04-18 17:55:00+05:30,54291.41,-22.5199999999968,1
9423,2023-06-24 03:00:00+05:30,30749.85,2023-06-24 04:30:00+05:30,30650.06,-99.78999999999724,1
7175,2022-05-25 16:40:00+05:30,29603.6,2022-05-25 18:05:00+05:30,29531.74,-71.85999999999694,1
7137,2022-05-18 18:15:00+05:30,29659.78,2022-05-18 20:45:00+05:30,29051.23,-608.5499999999993,0
1741,2019-11-05 08:50:00+05:30,9394.69,2019-11-05 10:30:00+05:30,9386.43,-8.260000000000218,1
2608,2020-04-08 01:25:00+05:30,7287.55,2020-04-08 01:40:00+05:30,7138.09,-149.46000000000004,0
3483,2020-09-09 00:05:00+05:30,10067.0,2020-09-09 01:30:00+05:30,10023.22,-43.780000000000655,1
1645,2019-10-18 10:50:00+05:30,8051.09,2019-10-18 11:30:00+05:30,7873.36,-177.73000000000047,0
11105,2024-05-01 12:40:00+05:30,58516.0,2024-05-01 13:30:00+05:30,57234.02,-1281.9800000000032,0
10313,2023-12-09 22:35:00+05:30,43911.59,2023-12-09 23:00:00+05:30,44031.99,120.40000000000146,2
1356,2019-08-28 08:55:00+05:30,10101.31,2019-08-28 09:50:00+05:30,10111.1,9.790000000000871,2
